5.32215719097832e-02,4.86137876826140e-02,-7.07122875562290e-02,3.52278157076730e-01,-2.25555956828902e-01,5.51068959181463e-01,-1.47676473324114e-03,2.53578000235478e-03,-1.15955208296208e-03,1.64343711991581e-02
-3.51742065261183e-01,-1.18551924541043e+00,4.33471197376654e-01,-2.86759256471544e+00,1.82019939594663e+00,-5.11697387471114e+00,2.17943084932076e-03,-4.23001342144053e-02,3.78360415123398e-02,-7.30311482741323e-02
1.72976242669205e-01,1.07873530175857e-01,-2.40812421960576e-01,1.13517173869667e+00,-4.13659218700468e-01,1.67456769826756e+00,-1.16949306305732e-02,1.25833774699605e-02,-9.27053028094996e-04,5.41108487997997e-02
-1.45507557639282e-02,-5.52777778355999e-02,3.66523016783121e-02,-2.44025125586280e-01,-2.75210575819221e-01,-1.07979638641871e-01,3.46931746661077e-03,-2.85619012255043e-03,-1.19752952734781e-03,-4.30350685120710e-03
7.32611730581536e-02,-1.79339222864953e-01,6.04466818124879e-02,-2.45904252366916e-01,-3.04211197341491e+00,1.01804856805975e+00,2.13911796305476e-02,-3.26827355081456e-03,-2.26664448839001e-02,3.59474280246549e-02
-1.40488200818959e-16,-2.55102433087775e-16,2.96369318786180e-16,-2.50373795077548e-15,-5.24948477058288e-15,2.25355996417340e-16,9.87636729738137e-17,-6.38560565958754e-17,-1.52002371488888e-17,-6.99435874687669e-17
-1.36017194103961e-14,3.05402066780158e-15,1.22980342619403e-14,-6.74490019370678e-14,9.80681341037566e-15,-1.80820453318577e-13,6.24151962978529e-17,-3.79347310623153e-16,7.13078359761158e-16,5.29223606410963e-16
-2.64889286136905e-01,-6.28541261067896e-01,3.49468181202500e-01,-2.25206060401467e+00,-5.93980061483604e-01,-2.66163908390658e+00,4.32577552016377e-03,-4.69050972922575e-02,3.51349699973617e-02,-9.51741320018802e-02
-6.17263829839748e-01,-3.06733702729584e-02,1.60639727601904e+00,-1.46049278098761e+00,-2.52184187246148e-01,-4.03636734523039e+00,4.09759887071948e-01,9.10362554574724e-02,-5.70686405750311e-01,-1.61711087094308e-01
1.20515650117646e-01,1.89289337304681e-01,-1.93099130945357e-01,1.09857931999903e+00,2.42544572359059e-01,1.15855234943631e+00,-7.60111690755701e-03,7.97379562785702e-03,7.05703976830460e-04,3.45923641531722e-02
